DATE,CLOSE,ARIMA,SARIMAX,HOLT_WINTER,SES,PROPHET,VAR
2020-11-02,64.7,64.7,64.7,64.7,64.7,64.7,64.7
2020-11-03,62.6,64.70741019649948,64.63838445092826,64.29578631067362,65.30688887908167,64.09028877198675,64.81223319949426
2020-11-06,55.1,64.81970450945188,64.68373643291503,64.04119740992019,65.91377775816333,64.17345425960238,64.6555353147474
2020-11-10,66.6,64.85462571494806,64.65035521176038,63.899152626458125,66.520666637245,63.99358449005446,64.65609899088909
2020-11-11,73.3,64.94662513171104,64.67492538216881,63.932428879977785,67.12755551632667,64.08791001952854,64.68371133961752
2020-11-15,62.9,64.9965179004599,64.6568405652263,64.12573768806062,67.73444439540833,64.26095759113906,64.72218624355658
2020-11-16,63.6,65.07747278148656,64.67015185279197,64.20370789647973,68.34133327449,64.13699100952203,64.76940387153412
2020-11-17,62.2,65.13551311422539,64.66035411045269,64.71369749284209,68.94822215357166,64.5318581061699,64.81729358586935
2020-11-18,62.5,65.2104575299364,64.66756571597722,64.599676532924,69.55511103265333,63.92093500265213,64.87549276720038
2020-11-22,61.4,65.27293178836824,64.66225763045706,65.18928533346863,70.161999911735,64.00288861476119,64.93680693271283
2020-11-23,61.7,65.34460529309005,64.66616463449292,65.84089686859002,70.76888879081666,63.82180696970903,64.9970233302334
2020-11-24,63.5,65.40949250551344,64.66328889323401,65.8880743231429,71.37577766989833,63.91492062367776,65.0601319726752
2020-11-25,64.0,65.4793859718959,64.6654055759178,65.30168076949725,71.98266654897999,64.08675631978402,65.12426996923534
2020-11-26,62.8,65.54558632021026,64.6638475965377,66.01319458336751,72.58955542806166,63.96157786265982,65.18877284906266
2020-11-29,62.2,65.6145110850597,64.66499434364694,66.31079116230731,73.19644430714332,64.35523308380301,65.25353216149111
2020-11-30,61.6,65.68142604537007,64.66415028309689,66.05838179472013,73.80333318622499,63.74309810478063,65.31856097829662
