,FILE_NAME,PFE_ARIMA,PFE_SARIMAX,PFE_VAR,PFE_PROPHET,PFE_SES,PFE_HOLT_WINTER
14.9,ACTIVEFINE_0_50.csv,0.393118710004809,0.5184290333259421,0.4058255002364554,0.39987047697060557,0.8628087118212616,0.44594423616202433
2.7,CNATEX_0_50.csv,1.5706003988413493,1.6632430002325331,1.5612026494948024,1.8858394343696179,3.2650368758457824,1.562082232247947
5.8,DELTASPINN_0_50.csv,0.9254007088787665,0.9351191769759924,0.9366922847974074,0.9706866201476726,1.505108616128486,0.9335232427521737
11.1,EMERALDOIL_0_50.csv,0.6805525138100498,0.7067545669449777,0.6387033797837126,0.5898553936876795,0.6218718713365868,0.6715335388150727
6.6,KEYACOSMET_0_50.csv,0.7413634038818021,0.7690928485879982,0.7580347744473183,0.9764414436144188,1.5044783498810812,0.8722455790348268
6.4,POPULAR1MF_0_50.csv,0.982422696275311,0.9380683476360683,1.0182934484432717,1.088995400045279,1.219229131845024,0.9910119446804181
17.4,PRIMEBANK_0_50.csv,0.21430018621295316,0.21764338097467742,0.2118960289096634,0.2241706022369018,0.21473937845467245,0.20159402950377034
12.64,SAIFPOWER_0_50.csv,0.734065707711965,0.6798576224781557,0.7497797878551247,0.7420621996914489,0.9693161135165866,0.7008081495390307
12.3,SOUTHEASTB_0_50.csv,0.34856103192398447,0.32375597182171717,0.36074116845413634,0.35737813522020867,0.48679772967852397,0.3654582318929188
1.6,UNITEDAIR_0_50.csv,1.6330605248095251,1.7967486705502158,1.5842817063338992,1.8602727388792422,6.223372259234447,1.7784131284391775
