,Range,Median_ARIMA,Median_SARIMAX,Median_VAR,Median_PROPHET,Median_SES,Median_HOLT_WINTER
0,Error_range_0-50.csv,0.32120345,0.3291120265,0.3304733215,0.4120863425,0.5325461185,0.4049734705
1,Error_range_100-200.csv,3.0180475810000003,2.938189764,3.4529842629999994,3.3545359149999996,5.815451528500001,3.2916948440000002
2,Error_range_200-300.csv,3.914728238,4.5634587135,4.5207589115,4.528373255,10.618348954,4.636939293
3,Error_range_300-400.csv,13.662569648999998,15.979735365,19.127530715,18.8641493,16.13635578,19.29382549
4,Error_range_400+.csv,20.02694128,22.10627273,18.59238611,23.63379951,30.68040831,18.22647279
5,Error_range_50-100.csv,1.8039485690000001,1.6671070454999999,1.7871146119999999,1.8561246740000001,1.6353465605,1.7660324525000002
