DATE,CLOSE,ARIMA,SARIMAX,HOLT_WINTER,SES,PROPHET,VAR
2020-11-01,12.3,12.3,12.3,12.3,12.3,12.3,12.3
2020-11-02,12.6,12.296455434560773,12.3,12.293888728995428,12.278733157564828,12.30583750737666,12.311152062148473
2020-11-03,12.7,12.292910869121545,12.3,12.231665647614953,12.257466315129655,12.309191640763729,12.335846196998933
2020-11-04,12.5,12.289366303682318,12.3,12.273887153349367,12.236199472694482,12.233714962515812,12.317110844468932
2020-11-05,12.5,12.28582173824309,12.3,12.28499687114982,12.214932630259309,12.225197740428444,12.323863976758538
2020-11-08,12.4,12.282277172803862,12.3,12.342773218426574,12.193665787824136,12.251081131806771,12.34308388063792
2020-11-09,12.5,12.278732607364635,12.3,12.293883808073067,12.172398945388963,12.273482858953676,12.327414552219802
2020-11-10,12.5,12.275188041925407,12.3,12.246662162990702,12.15113210295379,12.279274705023994,12.276790229876923
2020-11-11,12.3,12.27164347648618,12.3,12.233884017277036,12.129865260518617,12.285058940874727,12.252207738282962
2020-11-12,12.4,12.268098911046952,12.3,12.15110704452262,12.108598418083444,12.288359802735828,12.24760449150861
2020-11-15,12.4,12.264554345607724,12.3,12.253885493014241,12.087331575648271,12.212829852961928,12.244648581599586
2020-11-16,12.4,12.261009780168497,12.3,12.309442268035843,12.066064733213098,12.204259359348333,12.238859290601024
2020-11-17,12.7,12.257465214729269,12.3,12.282221562218552,12.044797890777925,12.230089479200725,12.22460724002433
2020-11-18,12.6,12.253920649290041,12.3,12.302779117408596,12.023531048342752,12.252437934821481,12.21184317933822
2020-11-19,12.5,12.250376083850814,12.3,12.291724609069908,12.00226420590758,12.258176509365711,12.201840422899076
2020-11-22,12.3,12.246831518411586,12.3,12.269621584087426,11.980997363472406,12.263907473690365,12.201349300794968
2020-11-23,12.4,12.243286952972358,12.3,12.244358108880446,11.959730521037233,12.267155064025413,12.200093699185036
2020-11-24,12.3,12.23974238753313,12.3,12.23751675778451,11.93846367860206,12.19157184272552,12.193625346985481
2020-11-25,12.4,12.236197822093903,12.3,12.183303994597775,11.917196836166887,12.182948077585987,12.183723082370179
2020-11-26,12.3,12.232653256654675,12.3,12.143833117507965,11.895929993731714,12.208724925912248,12.173190376892567
2020-11-29,12.4,12.229108691215448,12.3,12.114888353075118,11.874663151296541,12.231020110007092,12.168482595329483
2020-11-30,12.5,12.22556412577622,12.3,12.127518042549095,11.853396308861369,12.236705413025378,12.16464160181901
