,FILE_NAME,MAPE_ARIMA,MAPE_SARIMAX,MAPE_VAR,MAPE_PROPHET,MAPE_SES,MAPE_HOLT_WINTER
69.7,ACMELAB_50_100.csv,2.0055858661321704,2.1478602164624587,1.6845085651785545,2.9275990560413554,2.1318777918706995,1.738422763902719
58.9,BBSCABLES_50_100.csv,3.005017141043688,4.098043431177942,2.3915065553232404,2.506274777601011,2.1600072011776983,3.7849415874498833
53.7,BSRMLTD_50_100.csv,3.273863072618436,2.281441817651254,5.020552812065625,2.7857621936680594,8.217584687945648,2.782742890101248
55.18,DOREENPWR_50_100.csv,0.9649492744513852,1.033826025473486,1.2441093715321327,1.2183152150675165,1.184096148001663,1.6315344431333905
68.64,MEGHNACEM_50_100.csv,1.1258966559305628,0.6127316583919366,1.7668412154098472,0.8343618012027367,0.9521740325576572,1.3735733385155213
76.8,MJLBD_50_100.csv,3.5264626510981834,3.7738191016855396,3.0957110187664467,4.547773616500698,1.0379052128770598,3.9913245379531412
64.7,NPOLYMAR_50_100.csv,5.234768774413067,4.508780197431414,4.897567765548112,3.851274346407037,11.043167764487594,5.2319113361874034
72.7,ORIONINFU_50_100.csv,2.6148822940438703,1.924701430794456,2.782435956432931,2.681447086173049,4.165313099250822,3.125481132010334
61.3,SAMORITA_50_100.csv,0.8935564848351445,2.9346026003864973,0.9294563707630356,0.7502088013107833,9.481028251716245,1.8398579475848622
73.7,SPCL_50_100.csv,1.0989698979889737,1.4905578573881269,0.973582270577502,1.4332810465620065,1.7321187574653785,1.9543563844482963
