DATE,CLOSE,ARIMA,SARIMAX,HOLT_WINTER,SES,PROPHET,VAR
2020-11-01,4896.69,4896.69,4896.69,4896.69,4896.69,4896.69,4896.69
2020-11-02,4918.38,4894.5998099877515,4892.673470624515,4895.367020746791,4892.054373740466,4903.365589993959,4903.941606503691
2020-11-03,4928.02,4893.820365568484,4893.614360641558,4890.573185540612,4887.418747480932,4913.98600636361,4904.630561092509
2020-11-04,4919.6,4892.663887150995,4890.6616370205265,4893.40102002871,4882.783121221399,4898.36104746891,4901.02389476544
2020-11-05,4942.12,4891.615861995967,4891.467913260174,4902.458048249567,4878.147494961865,4903.063933924861,4896.561497972132
2020-11-08,4923.66,4890.536640423125,4888.5459118697245,4906.683752521318,4873.511868702331,4904.742513667848,4892.892247341749
2020-11-09,4928.08,4889.466392452943,4889.343057499112,4893.376586545784,4868.876242442798,4924.364005265421,4893.020398099434
2020-11-10,4899.65,4888.393563239454,4886.423218842229,4887.569666779963,4864.240616183264,4931.172539155042,4892.004820063126
2020-11-11,4883.7,4887.3214765167195,4887.219887264372,4886.972086045405,4859.6049899237305,4938.003230359982,4888.777987796838
2020-11-12,4905.04,4886.249176217636,4884.3001605810305,4901.287515381544,4854.969363664197,4948.778747940623,4885.651313343132
2020-11-15,4867.74,4885.176937353468,4885.096802151635,4917.990209685569,4850.333737404663,4933.308890256844,4883.145830184455
2020-11-16,4871.42,4884.104680817639,4882.177081787338,4926.1509611961355,4845.69811114513,4938.166877923686,4881.316240353627
2020-11-17,4905.1,4883.0324293650365,4882.973721880392,4921.187638415072,4841.062484885596,4940.000558877621,4879.604176496533
2020-11-18,4887.12,4881.960176450251,4880.054001863511,4918.921926618315,4836.426858626062,4959.777151686057,4877.038606611948
2020-11-19,4879.96,4880.887923956061,4880.85064187472,4901.858953971401,4831.791232366529,4966.740786786568,4874.402653812529
2020-11-22,4845.09,4879.815671340887,4877.930921877089,4865.998752224467,4827.155606106995,4973.726579202359,4872.12960514869
2020-11-23,4817.7,4878.743418760514,4878.727561883774,4867.355765406528,4822.519979847461,4984.657197993884,4870.002866157962
2020-11-24,4833.2,4877.671166170131,4875.807841887206,4856.709265777791,4817.884353587928,4969.342441521054,4867.850263511066
2020-11-25,4861.88,4876.598913582628,4876.604481893641,4869.686622989169,4813.248727328394,4974.355530398837,4865.529883941399
2020-11-26,4869.09,4875.5266609942955,4873.684761897132,4856.693381959939,4808.6131010688605,4976.3443125636395,4863.1246733684075
2020-11-29,4881.82,4874.454408406202,4874.481401903553,4836.065944294511,4803.977474809327,4996.276006583047,4860.839952007295
2020-11-30,4866.84,4873.382155818039,4871.561681907047,4846.597633792037,4799.341848549793,5003.394742894504,4858.628104375196
