DATE,CLOSE,ARIMA,SARIMAX,HOLT_WINTER,SES,PROPHET,VAR
2020-11-01,219.3,219.3,219.3,219.3,219.3,219.3,219.3
2020-11-02,219.3,219.10541866983087,219.3,220.03527523822265,218.7861884562789,218.26759802353902,219.14162141929657
2020-11-03,219.3,218.91083733966173,219.3,219.8827599272789,218.27237691255777,218.56246317156723,219.56601458337047
2020-11-04,219.3,218.71625600949258,219.3,218.9649680064223,217.75856536883666,218.4407585139139,218.50758740902532
2020-11-05,219.3,218.52167467932344,219.3,218.58293881049468,217.24475382511554,218.1338155865206,218.7538863809094
2020-11-08,219.3,218.3270933491543,219.3,217.11855703980308,216.73094228139442,217.8808651486612,219.30992558750287
2020-11-09,219.3,218.13251201898515,219.3,216.99525035691843,216.2171307376733,218.16890258022283,218.53415739409604
2020-11-10,219.3,217.937930688816,219.3,217.6193001315676,215.70331919395218,217.13954591464824,218.66389311636868
2020-11-11,219.3,217.74334935864687,219.3,217.2076691023266,215.18950765023106,216.1106968007744,218.85395787841193
2020-11-12,219.3,217.54876802847772,219.3,216.8088318983484,214.67569610650995,216.4091148113939,217.88709387705902
2020-11-15,219.4,217.35418669830858,219.3,216.27924910371073,214.16188456278883,216.29096301632867,217.19765314422102
2020-11-16,219.3,217.15960536813944,219.3,217.83210331870598,213.6480730190677,215.9875729515246,217.54139104942672
2020-11-17,219.4,216.9650240379703,219.3,218.83298732363014,213.1342614753466,215.73817537625484,217.28086112352037
2020-11-18,219.5,216.77044270780115,219.3,217.53327691075523,212.62044993162547,216.02976567040326,217.1285402559884
2020-11-19,224.6,216.575861377632,219.3,218.27317213897422,212.10663838790435,215.00396186741946,216.92824789969845
2020-11-22,223.2,216.38128004746287,219.3,216.83357027541345,211.59282684418324,213.97866561613304,216.64094463515207
2020-11-23,220.9,216.18669871729372,219.3,217.36689992711396,211.07901530046212,214.2806364893409,216.29822921289278
2020-11-24,219.5,215.99211738712458,219.3,217.63759466031482,210.565203756741,214.1660375568647,216.67283467987957
2020-11-25,224.4,215.79753605695544,219.3,215.9318662524233,210.05139221301988,213.8662003546495,216.12088865432307
2020-11-26,221.0,215.6029547267863,219.3,215.7925490890517,209.53758066929876,213.62035564196555,216.05526335970293
2020-11-29,219.3,215.40837339661715,219.3,216.06572409892567,209.02376912557764,213.91549879870337,215.7627840350139
2020-11-30,219.3,215.213792066448,219.3,215.17682420708078,208.50995758185653,212.89324785830814,215.48068643297182
