DATE,CLOSE,ARIMA,SARIMAX,HOLT_WINTER,SES,PROPHET,VAR
2020-11-01,104.1,104.1,104.1,104.1,104.1,104.1,104.1
2020-11-02,107.5,104.1094265233796,103.95450418546959,103.26756475897459,103.60147360220368,103.96902645566377,104.14853940158682
2020-11-03,105.3,104.1188530467592,103.91530227427354,102.39813492604898,103.10294720440737,104.06743237324461,104.26102827831576
2020-11-04,104.5,104.1282795701388,103.93882342099117,102.8530329323978,102.60442080661106,102.6898456365685,104.43472413633876
2020-11-05,104.3,104.1377060935184,103.94516088099186,102.10396512101005,102.10589440881475,102.10945936862628,104.27121430156969
2020-11-08,104.7,104.147132616898,103.94135840499145,102.03488217915292,101.60736801101844,102.31357689333271,104.14510922863391
2020-11-09,103.1,104.15655914027761,103.9403338784305,100.5680437839099,101.10884161322213,102.99763042243598,104.39456660649105
2020-11-10,103.1,104.16598566365721,103.94094859436706,99.87441845957116,100.61031521542581,102.86325454773119,104.42990200374476
2020-11-11,103.1,104.17541218703681,103.94111422139649,101.26942199318161,100.1117888176295,102.72831161796313,104.48846810458119
2020-11-12,103.1,104.18483871041641,103.94101484517883,102.09939302604774,99.61326241983319,102.82274815011287,104.49397291128908
2020-11-15,103.1,104.19426523379602,103.94098806957932,102.81918581640352,99.11473602203688,101.44119202800388,104.41932240217224
2020-11-16,103.1,104.20369175717562,103.94100413493902,102.44695129293191,98.61620962424057,100.85683637462557,104.53286336211504
2020-11-17,103.1,104.21311828055522,103.94100846353642,103.0219723760592,98.11768322644426,101.05698451390079,104.55999028845895
2020-11-18,103.1,104.22254480393482,103.94100586637798,103.23097772071127,97.61915682864795,101.73706865756893,104.53031752426801
2020-11-19,104.4,104.23197132731443,103.94100516660819,105.11613074079536,97.12063043085163,101.59872339743136,104.46726662917163
2020-11-22,103.2,104.24139785069403,103.94100558647006,103.07872016679322,96.62210403305532,101.45981108222888,104.48748585630804
2020-11-23,103.1,104.25082437407363,103.94100569959625,102.23338355389221,96.12357763525901,101.55027822894478,104.58339158363238
2020-11-24,103.1,104.26025089745323,103.94100563172053,102.15033050010717,95.6250512374627,100.16475272140342,104.52759730240422
2020-11-25,103.1,104.26967742083283,103.94100561343232,103.39519972528699,95.12652483966639,99.57642768259358,104.5561220030655
2020-11-29,103.1,104.27910394421244,103.94100562440525,104.079987347755,94.62799844187008,99.77260643643223,104.56201232247497
2020-11-30,103.1,104.28853046759204,103.94100562736176,104.38043011847674,94.12947204407376,100.44872119466915,104.59162539787238
