DATE,CLOSE,ARIMA,SARIMAX,HOLT_WINTER,SES,PROPHET,VAR
2020-11-01,166.4,166.4,166.4,166.4,166.4,166.4,166.4
2020-11-02,167.9,166.4240253382423,166.41272716164224,168.44435922441542,166.227558934203,166.3970260166192,166.8518571334239
2020-11-03,168.1,166.43398874924762,166.41121368373712,167.48498898688322,166.05511786840597,166.09145831456527,166.99332558906042
2020-11-04,167.9,166.4456245107707,166.41139366222987,167.71001023130322,165.88267680260896,165.31420103741394,166.93309923693567
2020-11-05,168.1,166.45706138374834,166.41137225969882,167.66371724018182,165.71023573681194,165.65976674045754,167.19960130915138
2020-11-08,168.9,166.46852191005289,166.411374804827,166.97620903567906,165.53779467101492,165.76796844914134,167.13784036429274
2020-11-09,167.2,166.47997962332528,166.4113745021676,166.35996453815523,165.3653536052179,165.87486715312565,167.30022683455508
2020-11-10,166.0,166.4914376711447,166.411374538159,166.15062069774018,165.1929125394209,165.8700767644695,167.36886131259564
2020-11-11,166.6,166.50289567917724,166.411374533879,165.93187445784906,165.02047147362387,165.86498364159357,167.30694952173062
2020-11-12,166.2,166.51435369194155,166.411374534388,166.40001515524978,164.84803040782685,165.5572968000434,167.4243185051401
2020-11-15,164.8,166.5258117041431,166.41137453432745,167.37129739656558,164.67558934202984,164.77792038339481,167.36924040903617
2020-11-16,165.1,166.5372697164116,166.41137453433464,167.48501426293353,164.50314827623282,165.12136694693888,167.35790729566824
2020-11-17,165.0,166.54872772867213,166.4113745343338,167.9094224513998,164.3307072104358,165.2274495161253,167.37941591255685
2020-11-18,164.8,166.5601857409336,166.4113745343339,168.4581706583787,164.1582661446388,165.3322290806103,167.29252042763537
2020-11-19,165.1,166.57164375319496,166.4113745343339,168.80640982479173,163.98582507884177,165.32531955245466,167.29512181968516
2020-11-22,164.7,166.58310176545635,166.4113745343339,168.7669969868291,163.81338401304475,165.3181072900791,167.25521267152814
2020-11-23,164.9,166.59455977771773,166.4113745343339,168.90703851581432,163.64094294724774,165.00830130903017,167.2180330690116
2020-11-24,164.2,166.60601778997912,166.4113745343339,168.229972361218,163.46850188145072,164.226805752885,167.2341452874072
2020-11-25,164.0,166.6174758022405,166.4113745343339,168.75116029568755,163.2960608156537,164.56813317693212,167.20996344991863
2020-11-26,163.6,166.6289338145019,166.4113745343339,168.11060526979793,163.1236197498567,164.67209660662127,167.2135265960794
2020-11-29,162.9,166.64039182676328,166.4113745343339,167.36177556660348,162.95117868405967,164.7747570316098,167.2159205333488
2020-11-30,161.9,166.65184983902466,166.4113745343339,167.10823171924324,162.77873761826265,164.76572836395732,167.2019980506388
